,accuracy,loss,val_accuracy,val_loss
0,0.5614601969718933,0.9498960971832275,0.704795241355896,0.5862526297569275
1,0.7235725522041321,0.50764399766922,0.7837902903556824,0.49779781699180603
2,0.7716718316078186,0.43458065390586853,0.80359947681427,0.46609899401664734
3,0.7987862229347229,0.3941839933395386,0.8032370805740356,0.5245115160942078
4,0.8037380576133728,0.4017244875431061,0.8131417036056519,0.45586758852005005
5,0.8256891965866089,0.356552392244339,0.8219591975212097,0.4349347949028015
6,0.834536075592041,0.3413299024105072,0.8202681541442871,0.44745564460754395
7,0.8370723724365234,0.3483615517616272,0.834883451461792,0.4458041191101074
8,0.8514146208763123,0.3162090480327606,0.8077062368392944,0.4748975932598114
9,0.8507201075553894,0.3257727324962616,0.8389902114868164,0.4235018491744995
10,0.8628279566764832,0.29482412338256836,0.8542094230651855,0.3846181333065033
11,0.8608653545379639,0.30342018604278564,0.851672887802124,0.3691241145133972
12,0.864337682723999,0.29760825634002686,0.8072230815887451,0.5227720737457275
13,0.8733355402946472,0.2683756351470947,0.8231670260429382,0.4914439022541046
